description,code,style,topic,keywords
"создай класс для поиска","class Search {\npublic:\n string query;\n Search(string q) : query(q) {}\n};"
"реализуй класс для запроса","class Query {\npublic:\n string sql;\n Query(string s) : sql(s) {}\n};"
"напиши класс для соединения","class Connection {\npublic:\n string url;\n Connection(string u) : url(u) {}\n};"
"создай класс для базы данных","class Database {\npublic:\n string name;\n Database(string n) : name(n) {}\n};"
"реализуй класс для таблицы","class Table {\npublic:\n string name;\n Table(string n) : name(n) {}\n};"
"напиши класс для столбца","class Column {\npublic:\n string name;\n Column(string n) : name(n) {}\n};"
"создай класс для строки","class Row {\npublic:\n int id;\n Row(int i) : id(i) {}\n};"
"реализуй класс для файла","class File {\npublic:\n string path;\n File(string p) : path(p) {}\n};"
"напиши класс для папки","class Folder {\npublic:\n string name;\n Folder(string n) : name(n) {}\n};"
"создай класс для документа","class Document {\npublic:\n string title;\n Document(string t) : title(t) {}\n};"
"реализуй класс для изображения","class Image {\npublic:\n string url;\n Image(string u) : url(u) {}\n};"
"напиши класс для видео","class Video {\npublic:\n string url;\n Video(string u) : url(u) {}\n};"
"создай класс для аудио","class Audio {\npublic:\n string file;\n Audio(string f) : file(f) {}\n};"
"реализуй класс для шрифта","class Font {\npublic:\n string family;\n Font(string f) : family(f) {}\n};"
"напиши класс для стиля","class Style {\npublic:\n string css;\n Style(string c) : css(c) {}\n};"
"создай класс для темы","class Theme {\npublic:\n string name;\n Theme(string n) : name(n) {}\n};"
"реализуй класс для цвета темы","class ThemeColor {\npublic:\n string hex;\n ThemeColor(string h) : hex(h) {}\n};"
"напиши класс для кнопки","class Button {\npublic:\n string text;\n Button(string t) : text(t) {}\n};"
"создай класс для поля ввода","class Input {\npublic:\n string placeholder;\n Input(string p) : placeholder(p) {}\n};"
"реализуй класс для формы","class Form {\npublic:\n string name;\n Form(string n) : name(n) {}\n};"
"напиши класс для меню","class Menu {\npublic:\n string title;\n Menu(string t) : title(t) {}\n};"
"создай класс для пункта меню","class MenuItem {\npublic:\n string label;\n MenuItem(string l) : label(l) {}\n};"
"реализуй класс для навигации","class Navigation {\npublic:\n string current;\n Navigation(string c) : current(c) {}\n};"
"напиши класс для страницы","class Page {\npublic:\n string title;\n Page(string t) : title(t) {}\n};"
"создай класс для заголовка","class Header {\npublic:\n string text;\n Header(string t) : text(t) {}\n};"
"реализуй класс для футера","class Footer {\npublic:\n string text;\n Footer(string t) : text(t) {}\n};"
"напиши класс для секции","class Section {\npublic:\n string name;\n Section(string n) : name(n) {}\n};"
"создай класс для контейнера","class Container {\npublic:\n string id;\n Container(string i) : id(i) {}\n};"
"реализуй класс для блока","class Block {\npublic:\n string type;\n Block(string t) : type(t) {}\n};"
"напиши класс для виджета","class Widget {\npublic:\n string name;\n Widget(string n) : name(n) {}\n};"
"создай класс для плагина","class Plugin {\npublic:\n string name;\n Plugin(string n) : name(n) {}\n};"
"реализуй класс для модуля","class Module {\npublic:\n string name;\n Module(string n) : name(n) {}\n};"
"создай класс для координат GPS","class GPS {\npublic:\n double lat, lon;\n GPS(double la, double lo) : lat(la), lon(lo) {}\n};"
"реализуй класс для IP-адреса","class IPAddress {\npublic:\n string address;\n IPAddress(string a) : address(a) {}\n};"
"напиши класс для MAC-адреса","class MACAddress {\npublic:\n string address;\n MACAddress(string a) : address(a) {}\n};"
"создай класс для URL","class URL {\npublic:\n string link;\n URL(string l) : link(l) {}\n};"
"реализуй класс для email адреса","class EmailAddress {\npublic:\n string address;\n EmailAddress(string a) : address(a) {}\n};"
"напиши класс для логина","class Login {\npublic:\n string username;\n Login(string u) : username(u) {}\n};"
"создай класс для пароля","class Password {\npublic:\n string hash;\n Password(string h) : hash(h) {}\n};"
"реализуй класс для сессии","class Session {\npublic:\n string token;\n Session(string t) : token(t) {}\n};"
"напиши класс для куки","class Cookie {\npublic:\n string name, value;\n Cookie(string n, string v) : name(n), value(v) {}\n};"
"создай класс для заголовка HTTP","class HTTPHeader {\npublic:\n string name, value;\n HTTPHeader(string n, string v) : name(n), value(v) {}\n};"
"реализуй класс для запроса API","class APIRequest {\npublic:\n string endpoint;\n APIRequest(string e) : endpoint(e) {}\n};"
"напиши класс для ответа API","class APIResponse {\npublic:\n int status;\n APIResponse(int s) : status(s) {}\n};"
"создай класс для JSON данных","class JSONData {\npublic:\n string data;\n JSONData(string d) : data(d) {}\n};"
"реализуй класс для XML данных","class XMLData {\npublic:\n string content;\n XMLData(string c) : content(c) {}\n};"
"напиши класс для CSV данных","class CSVData {\npublic:\n string rows;\n CSVData(string r) : rows(r) {}\n};"
"создай класс для бинарных данных","class BinaryData {\npublic:\n vector<char> data;\n BinaryData(vector<char> d) : data(d) {}\n};"
"реализуй класс для буфера","class Buffer {\npublic:\n char* data;\n Buffer(char* d) : data(d) {}\n};"
"напиши класс для потока","class Stream {\npublic:\n string name;\n Stream(string n) : name(n) {}\n};"
"создай класс для сокета","class Socket {\npublic:\n int fd;\n Socket(int f) : fd(f) {}\n};"
"реализуй класс для порта","class Port {\npublic:\n int number;\n Port(int n) : number(n) {}\n};"
"напиши класс для хоста","class Host {\npublic:\n string name;\n Host(string n) : name(n) {}\n};"
"создай класс для домена","class Domain {\npublic:\n string name;\n Domain(string n) : name(n) {}\n};"
"реализуй класс для сервера","class Server {\npublic:\n string address;\n Server(string a) : address(a) {}\n};"
"напиши класс для клиента","class Client {\npublic:\n string id;\n Client(string i) : id(i) {}\n};"
"создай класс для пакета","class Packet {\npublic:\n vector<char> data;\n Packet(vector<char> d) : data(d) {}\n};"
"реализуй класс для протокола","class Protocol {\npublic:\n string name;\n Protocol(string n) : name(n) {}\n};"
"напиши класс для шифрования","class Encryption {\npublic:\n string algorithm;\n Encryption(string a) : algorithm(a) {}\n};"
"создай класс для хэша","class Hash {\npublic:\n string value;\n Hash(string v) : value(v) {}\n};"
"реализуй класс для ключа шифрования","class CryptoKey {\npublic:\n string key;\n CryptoKey(string k) : key(k) {}\n};"
"напиши класс для сертификата","class Certificate {\npublic:\n string pem;\n Certificate(string p) : pem(p) {}\n};"
"создай класс для подписи","class Signature {\npublic:\n string data;\n Signature(string d) : data(d) {}\n};"
"реализуй класс для токена доступа","class AccessToken {\npublic:\n string token;\n AccessToken(string t) : token(t) {}\n};"
"напиши класс для разрешения","class Permission {\npublic:\n string action;\n Permission(string a) : action(a) {}\n};"
"создай класс для роли пользователя","class UserRole {\npublic:\n string role;\n UserRole(string r) : role(r) {}\n};"
"реализуй класс для политики безопасности","class SecurityPolicy {\npublic:\n string name;\n SecurityPolicy(string n) : name(n) {}\n};"
"напиши класс для аудита","class Audit {\npublic:\n string event;\n Audit(string e) : event(e) {}\n};"
"создай класс для лога","class Log {\npublic:\n string message;\n Log(string m) : message(m) {}\n};"
"реализуй класс для метрики","class Metric {\npublic:\n string name;\n double value;\n Metric(string n, double v) : name(n), value(v) {}\n};"
"напиши класс для мониторинга","class Monitoring {\npublic:\n string target;\n Monitoring(string t) : target(t) {}\n};"
"создай класс для алерта","class Alert {\npublic:\n string message;\n Alert(string m) : message(m) {}\n};"
"реализуй класс для дашборда","class Dashboard {\npublic:\n string name;\n Dashboard(string n) : name(n) {}\n};"
"напиши класс для графика","class Chart {\npublic:\n string type;\n Chart(string t) : type(t) {}\n};"
"создай класс для отчета","class Report {\npublic:\n string title;\n Report(string t) : title(t) {}\n};"
"реализуй класс для статистики","class Statistics {\npublic:\n string metric;\n Statistics(string m) : metric(m) {}\n};"
"напиши класс для аналитики","class Analytics {\npublic:\n string data;\n Analytics(string d) : data(d) {}\n};"
"создай класс для данных телеметрии","class Telemetry {\npublic:\n string measurements;\n Telemetry(string m) : measurements(m) {}\n};"
"реализуй класс для сенсора","class Sensor {\npublic:\n string type;\n Sensor(string t) : type(t) {}\n};"
"напиши класс для устройства IoT","class IoTDevice {\npublic:\n string id;\n IoTDevice(string i) : id(i) {}\n};"
"создай класс для умного дома","class SmartHome {\npublic:\n string name;\n SmartHome(string n) : name(n) {}\n};"
"реализуй класс для автоматизации","class Automation {\npublic:\n string rule;\n Automation(string r) : rule(r) {}\n};"
"создай класс для кэша с TTL","class Cache {\n map<string, pair<string, time_t>> data;\npublic:\n void set(string key, string value, int ttl = 60) {\n data[key] = {value, time(nullptr) + ttl};\n }\n string get(string key) {\n auto it = data.find(key);\n if(it != data.end() && it->second.second > time(nullptr)) {\n return it->second.first;\n }\n return "";\n }\n};"
"реализуй класс для циклического буфера","class CircularBuffer {\n vector<int> buffer;\n int head, tail, size;\npublic:\n CircularBuffer(int capacity) : buffer(capacity), head(0), tail(0), size(0) {}\n void push(int value) {\n buffer[tail] = value;\n tail = (tail + 1) % buffer.size();\n if(size < buffer.size()) size++;\n else head = (head + 1) % buffer.size();\n }\n int pop() {\n if(size == 0) return -1;\n int value = buffer[head];\n head = (head + 1) % buffer.size();\n size--;\n return value;\n }\n};"
"напиши класс для пула соединений","class ConnectionPool {\n queue<Connection> pool;\n int maxSize;\npublic:\n ConnectionPool(int max) : maxSize(max) {}\n Connection getConnection() {\n if(pool.empty()) return new Connection();\n Connection* conn = pool.front();\n pool.pop();\n return conn;\n }\n void returnConnection(Connection* conn) {\n if(pool.size() < maxSize) pool.push(conn);\n else delete conn;\n }\n};"
"создай класс для ограничителя запросов","class RateLimiter {\n int maxRequests;\n time_t window;\n queue<time_t> requests;\npublic:\n RateLimiter(int max, time_t win) : maxRequests(max), window(win) {}\n bool allow() {\n time_t now = time(nullptr);\n while(!requests.empty() && requests.front() <= now - window) {\n requests.pop();\n }\n if(requests.size() < maxRequests) {\n requests.push(now);\n return true;\n }\n return false;\n }\n};"
"реализуй класс для работы с конфигурацией","class Config {\n map<string, string> settings;\npublic:\n void set(string key, string value) { settings[key] = value; }\n string get(string key) { return settings[key]; }\n int getInt(string key) { return stoi(settings[key]); }\n bool getBool(string key) { return settings[key] == "true"; }\n};"
"напиши класс для валидации email","class EmailValidator {\npublic:\n bool isValid(string email) {\n return email.find('@') != string::npos && \n email.find('.') != string::npos &&\n email.length() > 5;\n }\n};"
"создай класс для сериализации в JSON","class JSONSerializer {\npublic:\n string serialize(map<string, string> data) {\n string result = "{";\n for(auto& [key, value] : data) {\n result += "\"" + key + "\":\"" + value + "\",";\n }\n if(result.back() == ',') result.pop_back();\n return result + "}";\n }\n};"
"реализуй класс для работы с датами","class DateUtils {\npublic:\n string getCurrentDate() {\n time_t now = time(nullptr);\n char buffer[20];\n strftime(buffer, sizeof(buffer), "%Y-%m-%d", localtime(&now));\n return string(buffer);\n }\n bool isWeekend(string date) {\n // simplified implementation\n return date.find("Sat") != string::npos || date.find("Sun") != string::npos;\n }\n};"
"напиши класс для шифрования строк","class StringEncryptor {\n int key;\npublic:\n StringEncryptor(int k) : key(k) {}\n string encrypt(string text) {\n string result = text;\n for(char& c : result) c ^= key;\n return result;\n }\n string decrypt(string text) {\n return encrypt(text); // XOR is symmetric\n }\n};"
"создай класс для подсчета статистики","class Statistics {\n vector<double> values;\npublic:\n void add(double value) { values.push_back(value); }\n double mean() {\n if(values.empty()) return 0;\n double sum = 0;\n for(double v : values) sum += v;\n return sum / values.size();\n }\n double max() {\n return *max_element(values.begin(), values.end());\n }\n};"
"реализуй класс для работы с файлами","class FileManager {\npublic:\n bool exists(string filename) {\n ifstream file(filename);\n return file.good();\n }\n string readAll(string filename) {\n ifstream file(filename);\n return string(istreambuf_iterator<char>(file), istreambuf_iterator<char>());\n }\n};"
"напиши класс для выполнения периодических задач","class Scheduler {\n vector<pair<function<void()>, int>> tasks;\npublic:\n void addTask(function<void()> task, int interval) {\n tasks.push_back({task, interval});\n }\n void run() {\n for(auto& [task, interval] : tasks) {\n task();\n }\n }\n};"
"создай класс для валидации пароля","class PasswordValidator {\npublic:\n bool isValid(string password) {\n return password.length() >= 8 &&\n any_of(password.begin(), password.end(), ::isdigit) &&\n any_of(password.begin(), password.end(), ::isupper);\n }\n};"
"реализуй класс для форматера чисел","class NumberFormatter {\npublic:\n string formatCurrency(double amount) {\n return "$" + to_string(amount).substr(0, to_string(amount).find('.') + 3);\n }\n string formatPercent(double value) {\n return to_string(value * 100).substr(0, 4) + "%";\n }\n};"
"напиши класс для кэширования вычислений","class ComputedCache {\n map<string, pair<double, time_t>> cache;\npublic:\n double compute(string key, function<double()> calculator) {\n if(cache.find(key) != cache.end() && cache[key].second > time(nullptr)) {\n return cache[key].first;\n }\n double result = calculator();\n cache[key] = {result, time(nullptr) + 300}; // 5 minutes\n return result;\n }\n};"
"создай класс для работы с временными зонами","class TimeZone {\n int offset;\npublic:\n TimeZone(int off) : offset(off) {}\n string getLocalTime() {\n time_t now = time(nullptr) + offset * 3600;\n return ctime(&now);\n }\n};"
"реализуй класс для пула потоков","class ThreadPool {\n vector<thread> workers;\n queue<function<void()>> tasks;\n mutex queueMutex;\n condition_variable condition;\n bool stop;\npublic:\n ThreadPool(size_t threads) : stop(false) {\n for(size_t i = 0; i < threads; ++i) {\n workers.emplace_back([this] {\n while(true) {\n function<void()> task;\n {\n unique_lock<mutex> lock(queueMutex);\n condition.wait(lock, [this] { return stop || !tasks.empty(); });\n if(stop && tasks.empty()) return;\n task = move(tasks.front());\n tasks.pop();\n }\n task();\n }\n });\n }\n }\n void enqueue(function<void()> task) {\n {\n unique_lock<mutex> lock(queueMutex);\n tasks.push(move(task));\n }\n condition.notify_one();\n }\n ~ThreadPool() {\n {\n unique_lock<mutex> lock(queueMutex);\n stop = true;\n }\n condition.notify_all();\n for(thread &worker : workers) worker.join();\n }\n};"
"напиши класс для наблюдения за изменениями","class Observable {\n vector<function<void()>> observers;\npublic:\n void subscribe(function<void()> observer) {\n observers.push_back(observer);\n }\n void notify() {\n for(auto& observer : observers) observer();\n }\n};"
"создай класс для работы с регулярными выражениями","class RegexHelper {\npublic:\n bool matches(string pattern, string text) {\n // simplified implementation\n return text.find(pattern) != string::npos;\n }\n vector<string> extract(string pattern, string text) {\n vector<string> results;\n size_t pos = text.find(pattern);\n while(pos != string::npos) {\n results.push_back(text.substr(pos, pattern.length()));\n pos = text.find(pattern, pos + 1);\n }\n return results;\n }\n};"
"реализуй класс для кэширования изображений","class ImageCache {\n map<string, pair<vector<char>, time_t>> cache;\npublic:\n void put(string key, vector<char> image) {\n cache[key] = {image, time(nullptr) + 3600}; // 1 hour\n }\n vector<char> get(string key) {\n auto it = cache.find(key);\n if(it != cache.end() && it->second.second > time(nullptr)) {\n return it->second.first;\n }\n return {};\n }\n};"
"напиши класс для работы с геолокацией","class GeoLocation {\n double lat, lon;\npublic:\n GeoLocation(double latitude, double longitude) : lat(latitude), lon(longitude) {}\n double distanceTo(GeoLocation other) {\n double dlat = other.lat - lat;\n double dlon = other.lon - lon;\n return sqrt(dlat * dlat + dlon * dlon) * 111.0; // rough km conversion\n }\n};"
"создай класс для работы с весами","class WeightedRandom {\n vector<pair<string, double>> items;\npublic:\n void add(string item, double weight) {\n items.push_back({item, weight});\n }\n string getRandom() {\n double total = 0;\n for(auto& [item, weight] : items) total += weight;\n double random = (double)rand() / RAND_MAX * total;\n \n double current = 0;\n for(auto& [item, weight] : items) {\n current += weight;\n if(random <= current) return item;\n }\n return items.back().first;\n }\n};"
"реализуй класс для работы с матрицами","class Matrix {\n vector<vector<double>> data;\npublic:\n Matrix(int rows, int cols) : data(rows, vector<double>(cols)) {}\n void set(int row, int col, double value) { data[row][col] = value; }\n double get(int row, int col) { return data[row][col]; }\n Matrix multiply(Matrix other) {\n Matrix result(data.size(), other.data[0].size());\n for(int i = 0; i < data.size(); i++) {\n for(int j = 0; j < other.data[0].size(); j++) {\n for(int k = 0; k < data[0].size(); k++) {\n result.data[i][j] += data[i][k] * other.data[k][j];\n }\n }\n }\n return result;\n }\n};"
"напиши класс для работы со стеками","class Stack {\n vector<int> data;\npublic:\n void push(int value) { data.push_back(value); }\n int pop() {\n int value = data.back();\n data.pop_back();\n return value;\n }\n int peek() { return data.back(); }\n bool empty() { return data.empty(); }\n};"
"создай класс для работы с очередями","class Queue {\n vector<int> data;\npublic:\n void enqueue(int value) { data.push_back(value); }\n int dequeue() {\n int value = data.front();\n data.erase(data.begin());\n return value;\n }\n int front() { return data.front(); }\n bool empty() { return data.empty(); }\n};"
"реализуй класс для работы с графами","class Graph {\n map<int, vector<int>> adjacencyList;\npublic:\n void addEdge(int from, int to) {\n adjacencyList[from].push_back(to);\n }\n vector<int> getNeighbors(int node) {\n return adjacencyList[node];\n }\n bool hasPath(int start, int end) {\n queue<int> q;\n set<int> visited;\n q.push(start);\n visited.insert(start);\n \n while(!q.empty()) {\n int current = q.front();\n q.pop();\n if(current == end) return true;\n for(int neighbor : adjacencyList[current]) {\n if(visited.find(neighbor) == visited.end()) {\n visited.insert(neighbor);\n q.push(neighbor);\n }\n }\n }\n return false;\n }\n};"
"напиши класс для работы с деревьями","class TreeNode {\npublic:\n int value;\n vector<TreeNode> children;\n TreeNode(int val) : value(val) {}\n void addChild(TreeNode child) {\n children.push_back(child);\n }\n int getHeight() {\n if(children.empty()) return 1;\n int maxHeight = 0;\n for(TreeNode* child : children) {\n maxHeight = max(maxHeight, child->getHeight());\n }\n return maxHeight + 1;\n }\n};"
"создай класс для работы с хэш-таблицами","class HashTable {\n vector<list<pair<string, string>>> table;\n int size;\n int hash(string key) {\n int hash = 0;\n for(char c : key) hash = (hash * 31 + c) % size;\n return hash;\n }\npublic:\n HashTable(int s) : size(s), table(s) {}\n void put(string key, string value) {\n int index = hash(key);\n for(auto& [k, v] : table[index]) {\n if(k == key) {\n v = value;\n return;\n }\n }\n table[index].push_back({key, value});\n }\n string get(string key) {\n int index = hash(key);\n for(auto& [k, v] : table[index]) {\n if(k == key) return v;\n }\n return "";\n }\n};"
"реализуй класс для работы с бинарными деревьями поиска","class BinarySearchTree {\n struct Node {\n int value;\n Node* left, right;\n Node(int val) : value(val), left(nullptr), right(nullptr) {}\n };\n Node root;\n Node* insert(Node* node, int value) {\n if(!node) return new Node(value);\n if(value < node->value) node->left = insert(node->left, value);\n else node->right = insert(node->right, value);\n return node;\n }\n bool contains(Node* node, int value) {\n if(!node) return false;\n if(value == node->value) return true;\n if(value < node->value) return contains(node->left, value);\n return contains(node->right, value);\n }\npublic:\n BinarySearchTree() : root(nullptr) {}\n void insert(int value) { root = insert(root, value); }\n bool contains(int value) { return contains(root, value); }\n};"
"напиши класс для работы с приоритетной очередью","class PriorityQueue {\n vector<pair<int, string>> heap;\n void heapifyUp(int index) {\n while(index > 0) {\n int parent = (index - 1) / 2;\n if(heap[parent].first >= heap[index].first) break;\n swap(heap[parent], heap[index]);\n index = parent;\n }\n }\n void heapifyDown(int index) {\n while(2 * index + 1 < heap.size()) {\n int left = 2 * index + 1;\n int right = 2 * index + 2;\n int largest = index;\n if(left < heap.size() && heap[left].first > heap[largest].first) largest = left;\n if(right < heap.size() && heap[right].first > heap[largest].first) largest = right;\n if(largest == index) break;\n swap(heap[index], heap[largest]);\n index = largest;\n }\n }\npublic:\n void push(int priority, string value) {\n heap.push_back({priority, value});\n heapifyUp(heap.size() - 1);\n }\n string pop() {\n string value = heap[0].second;\n heap[0] = heap.back();\n heap.pop_back();\n heapifyDown(0);\n return value;\n }\n bool empty() { return heap.empty(); }\n};"
"создай класс для работы с LRU кэшем","class LRUCache {\n int capacity;\n list<pair<int, int>> items;\n unordered_map<int, list<pair<int, int>>::iterator> keyToItem;\npublic:\n LRUCache(int cap) : capacity(cap) {}\n int get(int key) {\n if(keyToItem.find(key) == keyToItem.end()) return -1;\n items.splice(items.begin(), items, keyToItem[key]);\n return keyToItem[key]->second;\n }\n void put(int key, int value) {\n if(keyToItem.find(key) != keyToItem.end()) {\n items.erase(keyToItem[key]);\n }\n items.push_front({key, value});\n keyToItem[key] = items.begin();\n if(keyToItem.size() > capacity) {\n int keyToRemove = items.back().first;\n keyToItem.erase(keyToRemove);\n items.pop_back();\n }\n }\n};"
"реализуй класс для работы с трием","class Trie {\n struct TrieNode {\n unordered_map<char, TrieNode> children;\n bool isEnd;\n TrieNode() : isEnd(false) {}\n };\n TrieNode root;\npublic:\n Trie() : root(new TrieNode()) {}\n void insert(string word) {\n TrieNode* node = root;\n for(char c : word) {\n if(node->children.find(c) == node->children.end()) {\n node->children[c] = new TrieNode();\n }\n node = node->children[c];\n }\n node->isEnd = true;\n }\n bool search(string word) {\n TrieNode* node = root;\n for(char c : word) {\n if(node->children.find(c) == node->children.end()) return false;\n node = node->children[c];\n }\n return node->isEnd;\n }\n};"
"напиши класс для работы с union-find","class UnionFind {\n vector<int> parent, rank;\npublic:\n UnionFind(int n) : parent(n), rank(n, 0) {\n for(int i = 0; i < n; i++) parent[i] = i;\n }\n int find(int x) {\n if(parent[x] != x) parent[x] = find(parent[x]);\n return parent[x];\n }\n void unite(int x, int y) {\n int rootX = find(x);\n int rootY = find(y);\n if(rootX != rootY) {\n if(rank[rootX] < rank[rootY]) parent[rootX] = rootY;\n else if(rank[rootX] > rank[rootY]) parent[rootY] = rootX;\n else {\n parent[rootY] = rootX;\n rank[rootX]++;\n }\n }\n }\n};"
"создай класс для работы с комплексными числами","class Complex {\n double real, imag;\npublic:\n Complex(double r, double i) : real(r), imag(i) {}\n Complex add(Complex other) {\n return Complex(real + other.real, imag + other.imag);\n }\n Complex multiply(Complex other) {\n return Complex(real * other.real - imag * other.imag,\n real * other.imag + imag * other.real);\n }\n double magnitude() {\n return sqrt(real * real + imag * imag);\n }\n};"
"реализуй класс для работы с дробями","class Fraction {\n int numerator, denominator;\n int gcd(int a, int b) {\n return b == 0 ? a : gcd(b, a % b);\n }\n void simplify() {\n int g = gcd(numerator, denominator);\n numerator /= g;\n denominator /= g;\n }\npublic:\n Fraction(int num, int den) : numerator(num), denominator(den) {\n simplify();\n }\n Fraction add(Fraction other) {\n int num = numerator * other.denominator + other.numerator * denominator;\n int den = denominator * other.denominator;\n return Fraction(num, den);\n }\n double toDouble() {\n return (double)numerator / denominator;\n }\n};"
"напиши класс для работы с полиномами","class Polynomial {\n vector<double> coefficients;\npublic:\n Polynomial(vector<double> coeffs) : coefficients(coeffs) {}\n double evaluate(double x) {\n double result = 0;\n double power = 1;\n for(double coeff : coefficients) {\n result += coeff * power;\n power *= x;\n }\n return result;\n }\n Polynomial derivative() {\n vector<double> deriv(coefficients.size() - 1);\n for(int i = 1; i < coefficients.size(); i++) {\n deriv[i-1] = coefficients[i] * i;\n }\n return Polynomial(deriv);\n }\n};"
"создай класс для работы с векторами","class Vector {\n double x, y, z;\npublic:\n Vector(double x, double y, double z) : x(x), y(y), z(z) {}\n double dot(Vector other) {\n return x * other.x + y * other.y + z * other.z;\n }\n Vector cross(Vector other) {\n return Vector(y * other.z - z * other.y,\n z * other.x - x * other.z,\n x * other.y - y * other.x);\n }\n double magnitude() {\n return sqrt(xx + yy + z*z);\n }\n};"
"реализуй класс для работы с кватернионами","class Quaternion {\n double w, x, y, z;\npublic:\n Quaternion(double w, double x, double y, double z) : w(w), x(x), y(y), z(z) {}\n Quaternion multiply(Quaternion other) {\n return Quaternion(\n w * other.w - x * other.x - y * other.y - z * other.z,\n w * other.x + x * other.w + y * other.z - z * other.y,\n w * other.y - x * other.z + y * other.w + z * other.x,\n w * other.z + x * other.y - y * other.x + z * other.w\n );\n }\n Quaternion conjugate() {\n return Quaternion(w, -x, -y, -z);\n }\n};"
"напиши класс для работы с матрицами преобразований","class TransformMatrix {\n vector<vector<double>> matrix;\npublic:\n TransformMatrix() : matrix(4, vector<double>(4, 0)) {\n for(int i = 0; i < 4; i++) matrix[i][i] = 1;\n }\n void translate(double tx, double ty, double tz) {\n matrix[0][3] += tx;\n matrix[1][3] += ty;\n matrix[2][3] += tz;\n }\n void scale(double sx, double sy, double sz) {\n matrix[0][0] *= sx;\n matrix[1][1] *= sy;\n matrix[2][2] *= sz;\n }\n vector<double> transform(vector<double> point) {\n vector<double> result(4);\n for(int i = 0; i < 4; i++) {\n result[i] = 0;\n for(int j = 0; j < 4; j++) {\n result[i] += matrix[i][j] * point[j];\n }\n }\n return result;\n }\n};"
"создай класс для работы с цветами в разных пространствах","class ColorSpace {\n double r, g, b;\npublic:\n ColorSpace(double red, double green, double blue) : r(red), g(green), b(blue) {}\n vector<double> toHSV() {\n double maxVal = max({r, g, b});\n double minVal = min({r, g, b});\n double h, s, v = maxVal;\n \n double delta = maxVal - minVal;\n s = maxVal == 0 ? 0 : delta / maxVal;\n \n if(delta == 0) h = 0;\n else if(maxVal == r) h = (g - b) / delta + (g < b ? 6 : 0);\n else if(maxVal == g) h = (b - r) / delta + 2;\n else h = (r - g) / delta + 4;\n h /= 6;\n \n return {h, s, v};\n }\n vector<double> toHSL() {\n double maxVal = max({r, g, b});\n double minVal = min({r, g, b});\n double h, s, l = (maxVal + minVal) / 2;\n \n double delta = maxVal - minVal;\n s = delta == 0 ? 0 : delta / (1 - abs(2 * l - 1));\n \n if(delta == 0) h = 0;\n else if(maxVal == r) h = (g - b) / delta + (g < b ? 6 : 0);\n else if(maxVal == g) h = (b - r) / delta + 2;\n else h = (r - g) / delta + 4;\n h /= 6;\n \n return {h, s, l};\n }\n};"
"реализуй класс для работы с битовыми операциями","class BitOperations {\npublic:\n int setBit(int number, int position) {\n return number | (1 << position);\n }\n int clearBit(int number, int position) {\n return number & ~(1 << position);\n }\n int toggleBit(int number, int position) {\n return number ^ (1 << position);\n }\n bool checkBit(int number, int position) {\n return (number >> position) & 1;\n }\n};"
"напиши класс для работы с CRC32","class CRC32 {\n uint32_t table[256];\n void generateTable() {\n for(int i = 0; i < 256; i++) {\n uint32_t crc = i;\n for(int j = 0; j < 8; j++) {\n crc = (crc >> 1) ^ (crc & 1 ? 0xEDB88320 : 0);\n }\n table[i] = crc;\n }\n }\npublic:\n CRC32() { generateTable(); }\n uint32_t calculate(string data) {\n uint32_t crc = 0xFFFFFFFF;\n for(char c : data) {\n crc = table[(crc ^ c) & 0xFF] ^ (crc >> 8);\n }\n return crc ^ 0xFFFFFFFF;\n }\n};"
"создай класс для работы с AES шифрованием","class AES {\n // Simplified AES implementation for educational purposes\n string key;\npublic:\n AES(string k) : key(k) {}\n string encrypt(string plaintext) {\n string result = plaintext;\n for(char& c : result) {\n c ^= key[c % key.length()];\n }\n return result;\n }\n string decrypt(string ciphertext) {\n return encrypt(ciphertext); // XOR is symmetric\n }\n};"
"реализуй класс для работы с RSA шифрованием","class RSA {\n // Simplified RSA implementation for educational purposes\n int publicKey, privateKey, modulus;\n bool isPrime(int n) {\n if(n <= 1) return false;\n for(int i = 2; i * i <= n; i++) {\n if(n % i == 0) return false;\n }\n return true;\n }\npublic:\n RSA() {\n // Simple key generation\n int p = 61, q = 53; // Small primes for demonstration\n modulus = p * q;\n int phi = (p - 1) * (q - 1);\n publicKey = 17; // Common public exponent\n privateKey = 2753; // Calculated private exponent\n }\n int encrypt(int message) {\n int result = 1;\n for(int i = 0; i < publicKey; i++) {\n result = (result * message) % modulus;\n }\n return result;\n }\n int decrypt(int message) {\n int result = 1;\n for(int i = 0; i < privateKey; i++) {\n result = (result * message) % modulus;\n }\n return result;\n }\n};"
"напиши класс для работы с хэш-функциями","class HashFunctions {\npublic:\n size_t djb2(string str) {\n size_t hash = 5381;\n for(char c : str) {\n hash = ((hash << 5) + hash) + c;\n }\n return hash;\n }\n size_t fnv1a(string str) {\n size_t hash = 14695981039346656037ULL;\n for(char c : str) {\n hash ^= c;\n hash *= 1099511628211ULL;\n }\n return hash;\n }\n};"
